yearofbirth,sex,age,percentile,dx,ex,llx,lx,mx,px,qx,sx
1934,male,60,95,994,21.9,77817,78314,0.0128,0.9873,0.0127,0.9893
1934,male,60,median,994,21.9,77817,78314,0.0128,0.9873,0.0127,0.9893
1934,male,61,5,1003,21.1,76818,77320,0.0131,0.987,0.013,0.9872
1934,male,61,95,1003,21.2,76818,77320,0.0131,0.987,0.013,0.9872
1934,male,61,median,1003,21.2,76818,77320,0.0131,0.987,0.013,0.9872
1934,male,62,5,1039,20.4,75797,76316,0.0137,0.9864,0.0136,0.9867
1934,male,62,95,1039,20.5,75797,76316,0.0137,0.9864,0.0136,0.9867
1934,male,62,median,1039,20.5,75797,76316,0.0137,0.9864,0.0136,0.9867
1934,male,63,5,1100,19.7,74728,75278,0.0147,0.9854,0.0146,0.9859
1934,male,63,95,1100,19.8,74728,75278,0.0147,0.9854,0.0146,0.9859
1934,male,63,median,1100,19.7,74728,75278,0.0147,0.9854,0.0146,0.9859
1934,male,64,5,1335,19,73511,74178,0.0182,0.982,0.018,0.9837
1934,male,64,95,1335,19.1,73511,74178,0.0182,0.982,0.018,0.9837
1934,male,64,median,1335,19,73511,74178,0.0182,0.982,0.018,0.9837
1934,male,65,5,1124,18.3,72282,72843,0.0155,0.9846,0.0154,0.9833
1934,male,65,95,1124,18.4,72282,72843,0.0155,0.9846,0.0154,0.9833
1934,male,65,median,1124,18.4,72282,72843,0.0155,0.9846,0.0154,0.9833
1934,male,66,5,1166,17.6,71137,71720,0.0164,0.9837,0.0163,0.9842
1934,male,66,95,1166,17.7,71137,71720,0.0164,0.9837,0.0163,0.9842
1934,male,66,median,1166,17.6,71137,71720,0.0164,0.9837,0.0163,0.9842
1934,male,67,5,1436,16.9,69836,70554,0.0206,0.9796,0.0204,0.9817
1934,male,67,95,1436,17,69836,70554,0.0206,0.9796,0.0204,0.9817
1934,male,67,median,1436,16.9,69836,70554,0.0206,0.9796,0.0204,0.9817
1934,male,68,5,1203,16.2,68516,69118,0.0176,0.9826,0.0174,0.9811
1934,male,68,95,1203,16.3,68516,69118,0.0176,0.9826,0.0174,0.9811
1934,male,68,median,1203,16.3,68516,69118,0.0176,0.9826,0.0174,0.9811
1934,male,69,5,1471,15.5,67179,67915,0.0219,0.9783,0.0217,0.9805
1934,male,69,95,1471,15.6,67179,67915,0.0219,0.9783,0.0217,0.9805
1934,male,69,median,1471,15.5,67179,67915,0.0219,0.9783,0.0217,0.9805
1934,male,70,5,1366,14.8,65761,66444,0.0208,0.9794,0.0206,0.9789
1934,male,70,95,1366,14.9,65761,66444,0.0208,0.9794,0.0206,0.9789
1934,male,70,median,1366,14.9,65761,66444,0.0208,0.9794,0.0206,0.9789
1934,male,71,5,1540,14.1,64308,65078,0.0239,0.9763,0.0237,0.9779
1934,male,71,95,1540,14.2,64308,65078,0.0239,0.9763,0.0237,0.9779
1934,male,71,median,1540,14.2,64308,65078,0.0239,0.9763,0.0237,0.9779
1934,male,72,5,1702,13.5,62687,63538,0.0272,0.9732,0.0268,0.9748
1934,male,72,95,1702,13.5,62687,63538,0.0272,0.9732,0.0268,0.9748
1934,male,72,median,1702,13.5,62687,63538,0.0272,0.9732,0.0268,0.9748
1934,male,73,5,1759,12.8,60956,61836,0.0289,0.9716,0.0284,0.9724
1934,male,73,95,1759,12.9,60956,61836,0.0289,0.9716,0.0284,0.9724
1934,male,73,median,1759,12.9,60956,61836,0.0289,0.9716,0.0284,0.9724
1934,male,74,5,1963,12.2,59095,60077,0.0332,0.9673,0.0327,0.9695
1934,male,74,95,1963,12.3,59095,60077,0.0332,0.9673,0.0327,0.9695
1934,male,74,median,1963,12.2,59095,60077,0.0332,0.9673,0.0327,0.9695
1934,male,75,5,2057,11.6,57086,58114,0.036,0.9646,0.0354,0.966
1934,male,75,95,2057,11.7,57086,58114,0.036,0.9646,0.0354,0.966
1934,male,75,median,2057,11.6,57086,58114,0.036,0.9646,0.0354,0.966
1934,male,76,5,2011,11,55051,56057,0.0365,0.9641,0.0359,0.9644
1934,male,76,95,2011,11.1,55051,56057,0.0365,0.9641,0.0359,0.9644
1934,male,76,median,2011,11,55051,56057,0.0365,0.9641,0.0359,0.9644
1934,male,77,5,2303,10.4,52895,54046,0.0435,0.9574,0.0426,0.9608
1934,male,77,95,2303,10.5,52895,54046,0.0435,0.9574,0.0426,0.9608
1934,male,77,median,2303,10.4,52895,54046,0.0435,0.9574,0.0426,0.9608
1934,male,78,5,2218,9.8,50634,51743,0.0438,0.9571,0.0429,0.9573
1934,male,78,95,2218,9.9,50634,51743,0.0438,0.9571,0.0429,0.9573
1934,male,78,median,2218,9.9,50634,51743,0.0438,0.9571,0.0429,0.9573
1934,male,79,5,2296,9.2,48377,49525,0.0475,0.9536,0.0464,0.9554
1934,male,79,95,2296,9.3,48377,49525,0.0475,0.9536,0.0464,0.9554
1934,male,79,median,2296,9.3,48377,49525,0.0475,0.9536,0.0464,0.9554
1934,male,80,5,2626,8.6,45916,47229,0.0572,0.9444,0.0556,0.9491
1934,male,80,95,2626,8.8,45916,47229,0.0572,0.9444,0.0556,0.9491
1934,male,80,median,2626,8.7,45916,47229,0.0572,0.9444,0.0556,0.9491
1934,male,81,5,2494,8.1,43355,44603,0.0575,0.9441,0.0559,0.9442
1934,male,81,95,2494,8.2,43355,44603,0.0575,0.9441,0.0559,0.9442
1934,male,81,median,2494,8.2,43355,44603,0.0575,0.9441,0.0559,0.9442
1934,male,82,5,2732,7.6,40742,42108,0.0671,0.9351,0.0649,0.9397
1934,male,82,95,2732,7.7,40742,42108,0.0671,0.9351,0.0649,0.9397
1934,male,82,median,2732,7.6,40742,42108,0.0671,0.9351,0.0649,0.9397
1934,male,83,5,2873,7.1,37940,39376,0.0757,0.927,0.073,0.9312
1934,male,83,95,2873,7.2,37940,39376,0.0757,0.927,0.073,0.9312
1934,male,83,median,2873,7.1,37940,39376,0.0757,0.927,0.073,0.9312
1934,male,84,5,2888,6.6,35059,36503,0.0824,0.9209,0.0791,0.9241
1934,male,84,95,2888,6.7,35059,36503,0.0824,0.9209,0.0791,0.9241
1934,male,84,median,2888,6.7,35059,36503,0.0824,0.9209,0.0791,0.9241
1934,male,85,5,2926,6.1,32152,33615,0.091,0.9129,0.0871,0.9171
1934,male,85,95,2926,6.3,32152,33615,0.091,0.9129,0.0871,0.9171
1934,male,85,median,2926,6.2,32152,33615,0.091,0.9129,0.0871,0.9171
1934,male,86,5,2773,5.6,29302,30689,0.0947,0.9096,0.0904,0.9114
1934,male,86,95,2773,5.8,29302,30689,0.0947,0.9096,0.0904,0.9114
1934,male,86,median,2773,5.7,29302,30689,0.0947,0.9096,0.0904,0.9114
1934,male,87,5,3132,5.1,26349,27915,0.1189,0.8878,0.1122,0.8992
1934,male,87,95,3132,5.4,26349,27915,0.1189,0.8878,0.1122,0.8992
1934,male,87,median,3132,5.3,26349,27915,0.1189,0.8878,0.1122,0.8992
1934,male,88,5,3145,4.7,23054,24784,0.1355,0.8604,0.1269,0.8749
1934,male,88,95,3459,5,23211,24784,0.15,0.8731,0.1396,0.8809
1934,male,88,median,3300,4.9,23134,24784,0.1426,0.8669,0.1331,0.878
1934,male,89,5,2950,4.4,19754,21324,0.1473,0.8472,0.1372,0.8562
1934,male,89,95,3288,4.6,20095,21638,0.1654,0.8628,0.1528,0.8663
1934,male,89,median,3108,4.5,19930,21484,0.156,0.8553,0.1447,0.8615
1934,male,90,5,2781,4.1,16668,18146,0.1631,0.8303,0.1508,0.8415
1934,male,90,95,3113,4.3,17137,18586,0.1854,0.8492,0.1697,0.8541
1934,male,90,median,2940,4.2,16905,18376,0.1739,0.84,0.16,0.8483
1934,male,91,5,2562,3.8,13787,15159,0.1803,0.8115,0.1654,0.824
1934,male,91,95,2890,4,14351,15693,0.2081,0.8346,0.1885,0.8399
1934,male,91,median,2728,3.9,14071,15435,0.1939,0.8233,0.1767,0.8323
1934,male,92,5,2299,3.5,11157,12380,0.1992,0.7937,0.1812,0.8064
1934,male,92,95,2613,3.8,11764,12997,0.23,0.8188,0.2063,0.8245
1934,male,92,median,2469,3.6,11473,12707,0.2152,0.8057,0.1943,0.8153
1934,male,93,5,2022,3.2,8828,9884,0.2199,0.7732,0.1981,0.7881
1934,male,93,95,2321,3.5,9429,10539,0.2558,0.8019,0.2268,0.8071
1934,male,93,median,2175,3.4,9151,10238,0.2377,0.7875,0.2125,0.7976
1934,male,94,5,1722,3,6823,7738,0.2401,0.7535,0.2144,0.7689
1934,male,94,95,1980,3.3,7429,8355,0.2812,0.7856,0.2465,0.7917
1934,male,94,median,1857,3.2,7135,8063,0.2602,0.7697,0.2303,0.7797
1934,male,95,5,1433,2.8,5151,5910,0.2597,0.7321,0.2298,0.7482
1934,male,95,95,1669,3.1,5749,6524,0.3093,0.7702,0.2679,0.7761
1934,male,95,median,1540,3,5436,6207,0.2833,0.7518,0.2482,0.762
1934,male,96,5,1142,2.6,3766,4371,0.2814,0.7093,0.2467,0.7268
1934,male,96,95,1351,3,4344,4979,0.3401,0.7533,0.2907,0.7589
1934,male,96,median,1241,2.8,4046,4666,0.3068,0.734,0.266,0.7442
1934,male,97,5,886,2.4,2671,3148,0.3004,0.6886,0.2611,0.7047
1934,male,97,95,1067,2.8,3184,3694,0.3688,0.7389,0.3114,0.7437
1934,male,97,median,976,2.6,2937,3425,0.3322,0.7151,0.2849,0.726
1934,male,98,5,668,2.2,1844,2196,0.3177,0.6628,0.2741,0.6837
1934,male,98,95,831,2.7,2290,2674,0.4055,0.7259,0.3372,0.7294
1934,male,98,median,745,2.4,2077,2449,0.3588,0.6958,0.3042,0.7071
1934,male,99,5,478,2,1222,1486,0.3353,0.6328,0.2872,0.6561
1934,male,99,95,629,2.6,1609,1903,0.4497,0.7128,0.3672,0.7149
1934,male,99,median,553,2.3,1428,1704,0.387,0.6757,0.3243,0.6875
1934,male,100,5,338,1.9,784,966,0.3515,0.6089,0.2989,0.6288
1934,male,100,95,458,2.5,1121,1336,0.4862,0.7011,0.3911,0.7038
1934,male,100,median,396,2.2,954,1152,0.4154,0.656,0.344,0.6678
1935,female,0,5,4064,75.8,96915,100000,0.0419,0.9594,0.0406,0.9691
1935,female,0,95,4064,75.9,96915,100000,0.0419,0.9594,0.0406,0.9691
1935,female,0,median,4064,75.9,96915,100000,0.0419,0.9594,0.0406,0.9691
1935,female,1,5,649,78,95611,95936,0.0068,0.9932,0.0068,0.9866
1935,female,1,95,649,78.2,95611,95936,0.0068,0.9932,0.0068,0.9866
1935,female,1,median,649,78.1,95611,95936,0.0068,0.9932,0.0068,0.9866
1935,female,2,5,411,77.6,95081,95287,0.0043,0.9957,0.0043,0.9945
1935,female,2,95,411,77.7,95081,95287,0.0043,0.9957,0.0043,0.9945
1935,female,2,median,411,77.6,95081,95287,0.0043,0.9957,0.0043,0.9945
1935,female,3,5,330,76.9,94710,94875,0.0035,0.9965,0.0035,0.9961
1935,female,3,95,330,77,94710,94875,0.0035,0.9965,0.0035,0.9961
1935,female,3,median,330,76.9,94710,94875,0.0035,0.9965,0.0035,0.9961
1935,female,4,5,198,76.2,94446,94545,0.0021,0.9979,0.0021,0.9972
1935,female,4,95,198,76.3,94446,94545,0.0021,0.9979,0.0021,0.9972
1935,female,4,median,198,76.2,94446,94545,0.0021,0.9979,0.0021,0.9972
1935,female,5,5,164,75.3,94265,94347,0.0017,0.9983,0.0017,0.9981
1935,female,5,95,164,75.4,94265,94347,0.0017,0.9983,0.0017,0.9981
1935,female,5,median,164,75.4,94265,94347,0.0017,0.9983,0.0017,0.9981
1935,female,6,5,128,74.4,94119,94184,0.0014,0.9986,0.0014,0.9985
1935,female,6,95,128,74.6,94119,94184,0.0014,0.9986,0.0014,0.9985
1935,female,6,median,128,74.5,94119,94184,0.0014,0.9986,0.0014,0.9985
1935,female,7,5,125,73.5,93993,94055,0.0013,0.9987,0.0013,0.9987
1935,female,7,95,125,73.7,93993,94055,0.0013,0.9987,0.0013,0.9987
1935,female,7,median,125,73.6,93993,94055,0.0013,0.9987,0.0013,0.9987
1935,female,8,5,99,72.6,93881,93931,0.0011,0.9989,0.0011,0.9988
1935,female,8,95,99,72.8,93881,93931,0.0011,0.9989,0.0011,0.9988
1935,female,8,median,99,72.7,93881,93931,0.0011,0.9989,0.0011,0.9988
1935,female,9,5,102,71.7,93780,93831,0.0011,0.9989,0.0011,0.9989
1935,female,9,95,102,71.8,93780,93831,0.0011,0.9989,0.0011,0.9989
1935,female,9,median,102,71.8,93780,93831,0.0011,0.9989,0.0011,0.9989
1935,female,10,5,99,70.8,93679,93729,0.0011,0.9989,0.0011,0.9989
1935,female,10,95,99,70.9,93679,93729,0.0011,0.9989,0.0011,0.9989
1935,female,10,median,99,70.9,93679,93729,0.0011,0.9989,0.0011,0.9989
1935,female,11,5,91,69.9,93584,93630,0.001,0.999,0.001,0.999
1935,female,11,95,91,70,93584,93630,0.001,0.999,0.001,0.999
1935,female,11,median,91,69.9,93584,93630,0.001,0.999,0.001,0.999
1935,female,12,5,63,68.9,93508,93539,7.00E-04,0.9993,7.00E-04,0.9992
1935,female,12,95,63,69.1,93508,93539,7.00E-04,0.9993,7.00E-04,0.9992
1935,female,12,median,63,69,93508,93539,7.00E-04,0.9993,7.00E-04,0.9992
1935,female,13,5,104,68,93424,93476,0.0011,0.9989,0.0011,0.9991
1935,female,13,95,104,68.1,93424,93476,0.0011,0.9989,0.0011,0.9991
1935,female,13,median,104,68,93424,93476,0.0011,0.9989,0.0011,0.9991
1935,female,14,5,62,67.1,93341,93372,7.00E-04,0.9993,7.00E-04,0.9991
1935,female,14,95,62,67.2,93341,93372,7.00E-04,0.9993,7.00E-04,0.9991
1935,female,14,median,62,67.1,93341,93372,7.00E-04,0.9993,7.00E-04,0.9991
1935,female,15,5,64,66.1,93278,93310,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,15,95,64,66.2,93278,93310,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,15,median,64,66.2,93278,93310,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,16,5,56,65.1,93218,93246,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,16,95,56,65.3,93218,93246,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,16,median,56,65.2,93218,93246,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,17,5,75,64.2,93152,93190,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,17,95,75,64.3,93152,93190,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,17,median,75,64.2,93152,93190,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,18,5,95,63.2,93067,93115,0.001,0.999,0.001,0.9991
1935,female,18,95,95,63.4,93067,93115,0.001,0.999,0.001,0.9991
1935,female,18,median,95,63.3,93067,93115,0.001,0.999,0.001,0.9991
1935,female,19,5,58,62.3,92990,93019,6.00E-04,0.9994,6.00E-04,0.9992
1935,female,19,95,58,62.4,92990,93019,6.00E-04,0.9994,6.00E-04,0.9992
1935,female,19,median,58,62.4,92990,93019,6.00E-04,0.9994,6.00E-04,0.9992
1935,female,20,5,54,61.3,92935,92961,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,20,95,54,61.5,92935,92961,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,20,median,54,61.4,92935,92961,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,21,5,49,60.4,92883,92908,5.00E-04,0.9995,5.00E-04,0.9994
1935,female,21,95,49,60.5,92883,92908,5.00E-04,0.9995,5.00E-04,0.9994
1935,female,21,median,49,60.4,92883,92908,5.00E-04,0.9995,5.00E-04,0.9994
1935,female,22,5,69,59.4,92824,92859,7.00E-04,0.9993,7.00E-04,0.9994
1935,female,22,95,69,59.5,92824,92859,7.00E-04,0.9993,7.00E-04,0.9994
1935,female,22,median,69,59.5,92824,92859,7.00E-04,0.9993,7.00E-04,0.9994
1935,female,23,5,65,58.4,92757,92789,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,23,95,65,58.6,92757,92789,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,23,median,65,58.5,92757,92789,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,24,5,52,57.5,92698,92724,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,24,95,52,57.6,92698,92724,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,24,median,52,57.5,92698,92724,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,25,5,55,56.5,92645,92672,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,25,95,55,56.7,92645,92672,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,25,median,55,56.6,92645,92672,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,26,5,64,55.6,92585,92617,7.00E-04,0.9993,7.00E-04,0.9994
1935,female,26,95,64,55.7,92585,92617,7.00E-04,0.9993,7.00E-04,0.9994
1935,female,26,median,64,55.6,92585,92617,7.00E-04,0.9993,7.00E-04,0.9994
1935,female,27,5,73,54.6,92517,92553,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,27,95,73,54.7,92517,92553,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,27,median,73,54.7,92517,92553,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,28,5,49,53.6,92456,92480,5.00E-04,0.9995,5.00E-04,0.9993
1935,female,28,95,49,53.8,92456,92480,5.00E-04,0.9995,5.00E-04,0.9993
1935,female,28,median,49,53.7,92456,92480,5.00E-04,0.9995,5.00E-04,0.9993
1935,female,29,5,59,52.7,92402,92431,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,29,95,59,52.8,92402,92431,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,29,median,59,52.7,92402,92431,6.00E-04,0.9994,6.00E-04,0.9994
1935,female,30,5,72,51.7,92336,92372,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,30,95,72,51.8,92336,92372,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,30,median,72,51.8,92336,92372,8.00E-04,0.9992,8.00E-04,0.9993
1935,female,31,5,61,50.7,92270,92300,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,31,95,61,50.9,92270,92300,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,31,median,61,50.8,92270,92300,7.00E-04,0.9993,7.00E-04,0.9993
1935,female,32,5,94,49.8,92192,92239,0.001,0.999,0.001,0.9992
1935,female,32,95,94,49.9,92192,92239,0.001,0.999,0.001,0.9992
1935,female,32,median,94,49.8,92192,92239,0.001,0.999,0.001,0.9992
1935,female,33,5,90,48.8,92100,92146,0.001,0.999,0.001,0.999
1935,female,33,95,90,49,92100,92146,0.001,0.999,0.001,0.999
1935,female,33,median,90,48.9,92100,92146,0.001,0.999,0.001,0.999
1935,female,34,5,127,47.9,91992,92055,0.0014,0.9986,0.0014,0.9988
1935,female,34,95,127,48,91992,92055,0.0014,0.9986,0.0014,0.9988
1935,female,34,median,127,47.9,91992,92055,0.0014,0.9986,0.0014,0.9988
1935,female,35,5,116,46.9,91870,91928,0.0013,0.9987,0.0013,0.9987
1935,female,35,95,116,47.1,91870,91928,0.0013,0.9987,0.0013,0.9987
1935,female,35,median,116,47,91870,91928,0.0013,0.9987,0.0013,0.9987
1935,female,36,5,106,46,91759,91812,0.0012,0.9988,0.0012,0.9988
1935,female,36,95,106,46.1,91759,91812,0.0012,0.9988,0.0012,0.9988
1935,female,36,median,106,46.1,91759,91812,0.0012,0.9988,0.0012,0.9988
1935,female,37,5,110,45,91651,91706,0.0012,0.9988,0.0012,0.9988
1935,female,37,95,110,45.2,91651,91706,0.0012,0.9988,0.0012,0.9988
1935,female,37,median,110,45.1,91651,91706,0.0012,0.9988,0.0012,0.9988
1935,female,38,5,135,44.1,91529,91596,0.0015,0.9985,0.0015,0.9987
1935,female,38,95,135,44.2,91529,91596,0.0015,0.9985,0.0015,0.9987
1935,female,38,median,135,44.2,91529,91596,0.0015,0.9985,0.0015,0.9987
1935,female,39,5,178,43.2,91373,91462,0.0019,0.9981,0.0019,0.9983
1935,female,39,95,178,43.3,91373,91462,0.0019,0.9981,0.0019,0.9983
1935,female,39,median,178,43.2,91373,91462,0.0019,0.9981,0.0019,0.9983
1935,female,40,5,182,42.2,91193,91283,0.002,0.998,0.002,0.998
1935,female,40,95,182,42.4,91193,91283,0.002,0.998,0.002,0.998
1935,female,40,median,182,42.3,91193,91283,0.002,0.998,0.002,0.998
1935,female,41,5,193,41.3,91005,91102,0.0021,0.9979,0.0021,0.9979
1935,female,41,95,193,41.5,91005,91102,0.0021,0.9979,0.0021,0.9979
1935,female,41,median,193,41.4,91005,91102,0.0021,0.9979,0.0021,0.9979
1935,female,42,5,189,40.4,90814,90909,0.0021,0.9979,0.0021,0.9979
1935,female,42,95,189,40.6,90814,90909,0.0021,0.9979,0.0021,0.9979
1935,female,42,median,189,40.5,90814,90909,0.0021,0.9979,0.0021,0.9979
1935,female,43,5,217,39.5,90611,90719,0.0024,0.9976,0.0024,0.9978
1935,female,43,95,217,39.6,90611,90719,0.0024,0.9976,0.0024,0.9978
1935,female,43,median,217,39.6,90611,90719,0.0024,0.9976,0.0024,0.9978
1935,female,44,5,205,38.6,90400,90502,0.0023,0.9977,0.0023,0.9977
1935,female,44,95,205,38.7,90400,90502,0.0023,0.9977,0.0023,0.9977
1935,female,44,median,205,38.7,90400,90502,0.0023,0.9977,0.0023,0.9977
1935,female,45,5,249,37.7,90173,90297,0.0028,0.9972,0.0028,0.9975
1935,female,45,95,249,37.8,90173,90297,0.0028,0.9972,0.0028,0.9975
1935,female,45,median,249,37.7,90173,90297,0.0028,0.9972,0.0028,0.9975
1935,female,46,5,286,36.8,89905,90048,0.0032,0.9968,0.0032,0.997
1935,female,46,95,286,36.9,89905,90048,0.0032,0.9968,0.0032,0.997
1935,female,46,median,286,36.8,89905,90048,0.0032,0.9968,0.0032,0.997
1935,female,47,5,261,35.9,89632,89762,0.0029,0.9971,0.0029,0.997
1935,female,47,95,261,36,89632,89762,0.0029,0.9971,0.0029,0.997
1935,female,47,median,261,36,89632,89762,0.0029,0.9971,0.0029,0.997
1935,female,48,5,346,35,89328,89501,0.0039,0.9961,0.0039,0.9966
1935,female,48,95,346,35.1,89328,89501,0.0039,0.9961,0.0039,0.9966
1935,female,48,median,346,35.1,89328,89501,0.0039,0.9961,0.0039,0.9966
1935,female,49,5,297,34.1,89007,89155,0.0033,0.9967,0.0033,0.9964
1935,female,49,95,297,34.3,89007,89155,0.0033,0.9967,0.0033,0.9964
1935,female,49,median,297,34.2,89007,89155,0.0033,0.9967,0.0033,0.9964
1935,female,50,5,304,33.2,88706,88858,0.0034,0.9966,0.0034,0.9966
1935,female,50,95,304,33.4,88706,88858,0.0034,0.9966,0.0034,0.9966
1935,female,50,median,304,33.3,88706,88858,0.0034,0.9966,0.0034,0.9966
1935,female,51,5,420,32.4,88345,88554,0.0048,0.9953,0.0047,0.9959
1935,female,51,95,420,32.5,88345,88554,0.0048,0.9953,0.0047,0.9959
1935,female,51,median,420,32.4,88345,88554,0.0048,0.9953,0.0047,0.9959
1935,female,52,5,462,31.5,87904,88135,0.0053,0.9948,0.0052,0.995
1935,female,52,95,462,31.7,87904,88135,0.0053,0.9948,0.0052,0.995
1935,female,52,median,462,31.6,87904,88135,0.0053,0.9948,0.0052,0.995
1935,female,53,5,415,30.7,87465,87672,0.0047,0.9953,0.0047,0.995
1935,female,53,95,415,30.8,87465,87672,0.0047,0.9953,0.0047,0.995
1935,female,53,median,415,30.7,87465,87672,0.0047,0.9953,0.0047,0.995
1935,female,54,5,543,29.8,86986,87258,0.0062,0.9938,0.0062,0.9945
1935,female,54,95,543,30,86986,87258,0.0062,0.9938,0.0062,0.9945
1935,female,54,median,543,29.9,86986,87258,0.0062,0.9938,0.0062,0.9945
1935,female,55,5,427,29,86501,86715,0.0049,0.9951,0.0049,0.9944
1935,female,55,95,427,29.1,86501,86715,0.0049,0.9951,0.0049,0.9944
1935,female,55,median,427,29.1,86501,86715,0.0049,0.9951,0.0049,0.9944
1935,female,56,5,493,28.1,86041,86288,0.0057,0.9943,0.0057,0.9947
1935,female,56,95,493,28.3,86041,86288,0.0057,0.9943,0.0057,0.9947
1935,female,56,median,493,28.2,86041,86288,0.0057,0.9943,0.0057,0.9947
1935,female,57,5,554,27.3,85518,85795,0.0065,0.9935,0.0065,0.9939
1935,female,57,95,554,27.4,85518,85795,0.0065,0.9935,0.0065,0.9939
1935,female,57,median,554,27.4,85518,85795,0.0065,0.9935,0.0065,0.9939
1935,female,58,5,632,26.5,84925,85241,0.0074,0.9926,0.0074,0.9931
1935,female,58,95,632,26.6,84925,85241,0.0074,0.9926,0.0074,0.9931
1935,female,58,median,632,26.5,84925,85241,0.0074,0.9926,0.0074,0.9931
1935,female,59,5,576,25.7,84321,84609,0.0068,0.9932,0.0068,0.9929
1935,female,59,95,576,25.8,84321,84609,0.0068,0.9932,0.0068,0.9929
1935,female,59,median,576,25.7,84321,84609,0.0068,0.9932,0.0068,0.9929
1935,female,60,5,630,24.8,83718,84033,0.0075,0.9925,0.0075,0.9928
1935,female,60,95,630,25,83718,84033,0.0075,0.9925,0.0075,0.9928
1935,female,60,median,630,24.9,83718,84033,0.0075,0.9925,0.0075,0.9928
1935,female,61,5,605,24,83100,83403,0.0073,0.9927,0.0073,0.9926
1935,female,61,95,605,24.2,83100,83403,0.0073,0.9927,0.0073,0.9926
1935,female,61,median,605,24.1,83100,83403,0.0073,0.9927,0.0073,0.9926
1935,female,62,5,768,23.2,82413,82797,0.0093,0.9907,0.0093,0.9917
1935,female,62,95,768,23.3,82413,82797,0.0093,0.9907,0.0093,0.9917
1935,female,62,median,768,23.3,82413,82797,0.0093,0.9907,0.0093,0.9917
1935,female,63,5,800,22.4,81629,82029,0.0098,0.9903,0.0097,0.9905
1935,female,63,95,800,22.6,81629,82029,0.0098,0.9903,0.0097,0.9905
1935,female,63,median,800,22.5,81629,82029,0.0098,0.9903,0.0097,0.9905
1935,female,64,5,826,21.6,80816,81229,0.0102,0.9898,0.0102,0.99
1935,female,64,95,826,21.8,80816,81229,0.0102,0.9898,0.0102,0.99
1935,female,64,median,826,21.7,80816,81229,0.0102,0.9898,0.0102,0.99
1935,female,65,5,861,20.8,79973,80403,0.0108,0.9893,0.0107,0.9896
1935,female,65,95,861,21,79973,80403,0.0108,0.9893,0.0107,0.9896
1935,female,65,median,861,20.9,79973,80403,0.0108,0.9893,0.0107,0.9896
1935,female,66,5,911,20.1,79087,79542,0.0115,0.9885,0.0115,0.9889
1935,female,66,95,911,20.2,79087,79542,0.0115,0.9885,0.0115,0.9889
1935,female,66,median,911,20.1,79087,79542,0.0115,0.9885,0.0115,0.9889
1935,female,67,5,1073,19.3,78095,78632,0.0137,0.9864,0.0136,0.9875
1935,female,67,95,1073,19.4,78095,78632,0.0137,0.9864,0.0136,0.9875
1935,female,67,median,1073,19.4,78095,78632,0.0137,0.9864,0.0136,0.9875
1935,female,68,5,1148,18.6,76985,77559,0.0149,0.9852,0.0148,0.9858
1935,female,68,95,1148,18.7,76985,77559,0.0149,0.9852,0.0148,0.9858
1935,female,68,median,1148,18.6,76985,77559,0.0149,0.9852,0.0148,0.9858
1935,female,69,5,1068,17.8,75877,76411,0.0141,0.986,0.014,0.9856
1935,female,69,95,1068,18,75877,76411,0.0141,0.986,0.014,0.9856
1935,female,69,median,1068,17.9,75877,76411,0.0141,0.986,0.014,0.9856
1935,female,70,5,1075,17.1,74805,75343,0.0144,0.9857,0.0143,0.9859
1935,female,70,95,1075,17.2,74805,75343,0.0144,0.9857,0.0143,0.9859
1935,female,70,median,1075,17.1,74805,75343,0.0144,0.9857,0.0143,0.9859
1935,female,71,5,1127,16.3,73704,74267,0.0153,0.9848,0.0152,0.9853
