yearofbirth,sex,age,percentile,dx,ex,llx,lx,mx,px,qx,sx
1876,female,0,5,12731,54,92431,100000,0.1377,0.8727,0.1273,0.9295
1876,female,0,95,12731,54,92431,100000,0.1377,0.8727,0.1273,0.9295
1876,female,0,median,12731,54,92431,100000,0.1377,0.8727,0.1273,0.9295
1876,female,1,5,2705,60.9,85916,87269,0.0315,0.969,0.031,0.9772
1876,female,1,95,2705,60.9,85916,87269,0.0315,0.969,0.031,0.9772
1876,female,1,median,2705,60.9,85916,87269,0.0315,0.969,0.031,0.9772
1876,female,2,5,1214,61.8,83957,84564,0.0145,0.9856,0.0144,0.9876
1876,female,2,95,1214,61.8,83957,84564,0.0145,0.9856,0.0144,0.9876
1876,female,2,median,1214,61.8,83957,84564,0.0145,0.9856,0.0144,0.9876
1876,female,3,5,874,61.7,82913,83350,0.0105,0.9895,0.0105,0.9904
1876,female,3,95,874,61.7,82913,83350,0.0105,0.9895,0.0105,0.9904
1876,female,3,median,874,61.7,82913,83350,0.0105,0.9895,0.0105,0.9904
1876,female,4,5,722,61.3,82115,82476,0.0088,0.9912,0.0088,0.9918
1876,female,4,95,722,61.3,82115,82476,0.0088,0.9912,0.0088,0.9918
1876,female,4,median,722,61.3,82115,82476,0.0088,0.9912,0.0088,0.9918
1876,female,5,5,622,60.9,81443,81754,0.0076,0.9924,0.0076,0.9928
1876,female,5,95,622,60.9,81443,81754,0.0076,0.9924,0.0076,0.9928
1876,female,5,median,622,60.9,81443,81754,0.0076,0.9924,0.0076,0.9928
1876,female,6,5,547,60.3,80858,81131,0.0068,0.9933,0.0067,0.994
1876,female,6,95,547,60.3,80858,81131,0.0068,0.9933,0.0067,0.994
1876,female,6,median,547,60.3,80858,81131,0.0068,0.9933,0.0067,0.994
1876,female,7,5,423,59.7,80373,80585,0.0053,0.9948,0.0052,0.9951
1876,female,7,95,423,59.7,80373,80585,0.0053,0.9948,0.0052,0.9951
1876,female,7,median,423,59.7,80373,80585,0.0053,0.9948,0.0052,0.9951
1876,female,8,5,371,59,79976,80162,0.0046,0.9954,0.0046,0.9955
1876,female,8,95,371,59,79976,80162,0.0046,0.9954,0.0046,0.9955
1876,female,8,median,371,59,79976,80162,0.0046,0.9954,0.0046,0.9955
1876,female,9,5,347,58.3,79617,79791,0.0044,0.9956,0.0044,0.9958
1876,female,9,95,347,58.3,79617,79791,0.0044,0.9956,0.0044,0.9958
1876,female,9,median,347,58.3,79617,79791,0.0044,0.9956,0.0044,0.9958
1876,female,10,5,327,57.6,79280,79443,0.0041,0.9959,0.0041,0.9961
1876,female,10,95,327,57.6,79280,79443,0.0041,0.9959,0.0041,0.9961
1876,female,10,median,327,57.6,79280,79443,0.0041,0.9959,0.0041,0.9961
1876,female,11,5,286,56.8,78974,79117,0.0036,0.9964,0.0036,0.9963
1876,female,11,95,286,56.8,78974,79117,0.0036,0.9964,0.0036,0.9963
1876,female,11,median,286,56.8,78974,79117,0.0036,0.9964,0.0036,0.9963
1876,female,12,5,292,56,78685,78831,0.0037,0.9963,0.0037,0.9963
1876,female,12,95,292,56,78685,78831,0.0037,0.9963,0.0037,0.9963
1876,female,12,median,292,56,78685,78831,0.0037,0.9963,0.0037,0.9963
1876,female,13,5,296,55.2,78391,78539,0.0038,0.9962,0.0038,0.9961
1876,female,13,95,296,55.2,78391,78539,0.0038,0.9962,0.0038,0.9961
1876,female,13,median,296,55.2,78391,78539,0.0038,0.9962,0.0038,0.9961
1876,female,14,5,309,54.4,78089,78243,0.004,0.996,0.004,0.9958
1876,female,14,95,309,54.4,78089,78243,0.004,0.996,0.004,0.9958
1876,female,14,median,309,54.4,78089,78243,0.004,0.996,0.004,0.9958
1876,female,15,5,342,53.6,77763,77934,0.0044,0.9956,0.0044,0.9955
1876,female,15,95,342,53.6,77763,77934,0.0044,0.9956,0.0044,0.9955
1876,female,15,median,342,53.6,77763,77934,0.0044,0.9956,0.0044,0.9955
1876,female,16,5,360,52.9,77412,77592,0.0046,0.9954,0.0046,0.9951
1876,female,16,95,360,52.9,77412,77592,0.0046,0.9954,0.0046,0.9951
1876,female,16,median,360,52.9,77412,77592,0.0046,0.9954,0.0046,0.9951
1876,female,17,5,393,52.1,77036,77232,0.0051,0.9949,0.0051,0.9949
1876,female,17,95,393,52.1,77036,77232,0.0051,0.9949,0.0051,0.9949
1876,female,17,median,393,52.1,77036,77232,0.0051,0.9949,0.0051,0.9949
1876,female,18,5,395,51.4,76642,76839,0.0052,0.9949,0.0051,0.9948
1876,female,18,95,395,51.4,76642,76839,0.0052,0.9949,0.0051,0.9948
1876,female,18,median,395,51.4,76642,76839,0.0052,0.9949,0.0051,0.9948
1876,female,19,5,396,50.6,76246,76445,0.0052,0.9948,0.0052,0.9947
1876,female,19,95,396,50.6,76246,76445,0.0052,0.9948,0.0052,0.9947
1876,female,19,median,396,50.6,76246,76445,0.0052,0.9948,0.0052,0.9947
1876,female,20,5,409,49.9,75844,76048,0.0054,0.9946,0.0054,0.9946
1876,female,20,95,409,49.9,75844,76048,0.0054,0.9946,0.0054,0.9946
1876,female,20,median,409,49.9,75844,76048,0.0054,0.9946,0.0054,0.9946
1876,female,21,5,406,49.2,75436,75639,0.0054,0.9946,0.0054,0.9948
1876,female,21,95,406,49.2,75436,75639,0.0054,0.9946,0.0054,0.9948
1876,female,21,median,406,49.2,75436,75639,0.0054,0.9946,0.0054,0.9948
1876,female,22,5,380,48.4,75043,75233,0.0051,0.9949,0.0051,0.995
1876,female,22,95,380,48.4,75043,75233,0.0051,0.9949,0.0051,0.995
1876,female,22,median,380,48.4,75043,75233,0.0051,0.9949,0.0051,0.995
1876,female,23,5,370,47.7,74668,74853,0.005,0.9951,0.0049,0.995
1876,female,23,95,370,47.7,74668,74853,0.005,0.9951,0.0049,0.995
1876,female,23,median,370,47.7,74668,74853,0.005,0.9951,0.0049,0.995
1876,female,24,5,380,46.9,74293,74483,0.0051,0.9949,0.0051,0.9948
1876,female,24,95,380,46.9,74293,74483,0.0051,0.9949,0.0051,0.9948
1876,female,24,median,380,46.9,74293,74483,0.0051,0.9949,0.0051,0.9948
1876,female,25,5,396,46.2,73905,74103,0.0054,0.9947,0.0053,0.9946
1876,female,25,95,396,46.2,73905,74103,0.0054,0.9947,0.0053,0.9946
1876,female,25,median,396,46.2,73905,74103,0.0054,0.9947,0.0053,0.9946
1876,female,26,5,396,45.4,73509,73707,0.0054,0.9946,0.0054,0.9948
1876,female,26,95,396,45.4,73509,73707,0.0054,0.9946,0.0054,0.9948
1876,female,26,median,396,45.4,73509,73707,0.0054,0.9946,0.0054,0.9948
1876,female,27,5,374,44.6,73124,73311,0.0051,0.9949,0.0051,0.9949
1876,female,27,95,374,44.6,73124,73311,0.0051,0.9949,0.0051,0.9949
1876,female,27,median,374,44.6,73124,73311,0.0051,0.9949,0.0051,0.9949
1876,female,28,5,378,43.9,72748,72937,0.0052,0.9948,0.0052,0.9949
1876,female,28,95,378,43.9,72748,72937,0.0052,0.9948,0.0052,0.9949
1876,female,28,median,378,43.9,72748,72937,0.0052,0.9948,0.0052,0.9949
1876,female,29,5,361,43.1,72379,72559,0.005,0.995,0.005,0.995
1876,female,29,95,361,43.1,72379,72559,0.005,0.995,0.005,0.995
1876,female,29,median,361,43.1,72379,72559,0.005,0.995,0.005,0.995
1876,female,30,5,360,42.3,72019,72198,0.005,0.995,0.005,0.9952
1876,female,30,95,360,42.3,72019,72198,0.005,0.995,0.005,0.9952
1876,female,30,median,360,42.3,72019,72198,0.005,0.995,0.005,0.9952
1876,female,31,5,326,41.5,71676,71839,0.0046,0.9955,0.0045,0.9956
1876,female,31,95,326,41.5,71676,71839,0.0046,0.9955,0.0045,0.9956
1876,female,31,median,326,41.5,71676,71839,0.0046,0.9955,0.0045,0.9956
1876,female,32,5,307,40.7,71359,71512,0.0043,0.9957,0.0043,0.9953
1876,female,32,95,307,40.7,71359,71512,0.0043,0.9957,0.0043,0.9953
1876,female,32,median,307,40.7,71359,71512,0.0043,0.9957,0.0043,0.9953
1876,female,33,5,364,39.9,71023,71205,0.0051,0.9949,0.0051,0.9949
1876,female,33,95,364,39.9,71023,71205,0.0051,0.9949,0.0051,0.9949
1876,female,33,median,364,39.9,71023,71205,0.0051,0.9949,0.0051,0.9949
1876,female,34,5,355,39.1,70663,70841,0.005,0.995,0.005,0.9951
1876,female,34,95,355,39.1,70663,70841,0.005,0.995,0.005,0.9951
1876,female,34,median,355,39.1,70663,70841,0.005,0.995,0.005,0.9951
1876,female,35,5,341,38.3,70315,70486,0.0049,0.9952,0.0048,0.995
1876,female,35,95,341,38.3,70315,70486,0.0049,0.9952,0.0048,0.995
1876,female,35,median,341,38.3,70315,70486,0.0049,0.9952,0.0048,0.995
1876,female,36,5,364,37.5,69963,70145,0.0052,0.9948,0.0052,0.9948
1876,female,36,95,364,37.5,69963,70145,0.0052,0.9948,0.0052,0.9948
1876,female,36,median,364,37.5,69963,70145,0.0052,0.9948,0.0052,0.9948
1876,female,37,5,370,36.6,69596,69781,0.0053,0.9947,0.0053,0.9947
1876,female,37,95,370,36.6,69596,69781,0.0053,0.9947,0.0053,0.9947
1876,female,37,median,370,36.6,69596,69781,0.0053,0.9947,0.0053,0.9947
1876,female,38,5,364,35.8,69229,69410,0.0053,0.9948,0.0052,0.9948
1876,female,38,95,364,35.8,69229,69410,0.0053,0.9948,0.0052,0.9948
1876,female,38,median,364,35.8,69229,69410,0.0053,0.9948,0.0052,0.9948
1876,female,39,5,363,35,68865,69047,0.0053,0.9947,0.0053,0.9947
1876,female,39,95,363,35,68865,69047,0.0053,0.9947,0.0053,0.9947
1876,female,39,median,363,35,68865,69047,0.0053,0.9947,0.0053,0.9947
1876,female,40,5,368,34.2,68500,68684,0.0054,0.9946,0.0054,0.9938
1876,female,40,95,368,34.2,68500,68684,0.0054,0.9946,0.0054,0.9938
1876,female,40,median,368,34.2,68500,68684,0.0054,0.9946,0.0054,0.9938
1876,female,41,5,482,33.4,68075,68316,0.0071,0.9929,0.0071,0.9924
1876,female,41,95,482,33.4,68075,68316,0.0071,0.9929,0.0071,0.9924
1876,female,41,median,482,33.4,68075,68316,0.0071,0.9929,0.0071,0.9924
1876,female,42,5,559,32.6,67554,67834,0.0083,0.9918,0.0082,0.993
1876,female,42,95,559,32.6,67554,67834,0.0083,0.9918,0.0082,0.993
1876,female,42,median,559,32.6,67554,67834,0.0083,0.9918,0.0082,0.993
1876,female,43,5,393,31.9,67078,67275,0.0059,0.9942,0.0058,0.9933
1876,female,43,95,393,31.9,67078,67275,0.0059,0.9942,0.0058,0.9933
1876,female,43,median,393,31.9,67078,67275,0.0059,0.9942,0.0058,0.9933
1876,female,44,5,500,31.1,66632,66882,0.0075,0.9925,0.0075,0.9931
1876,female,44,95,500,31.1,66632,66882,0.0075,0.9925,0.0075,0.9931
1876,female,44,median,500,31.1,66632,66882,0.0075,0.9925,0.0075,0.9931
1876,female,45,5,424,30.3,66170,66382,0.0064,0.9936,0.0064,0.9939
1876,female,45,95,424,30.3,66170,66382,0.0064,0.9936,0.0064,0.9939
1876,female,45,median,424,30.3,66170,66382,0.0064,0.9936,0.0064,0.9939
1876,female,46,5,388,29.5,65764,65958,0.0059,0.9941,0.0059,0.9937
1876,female,46,95,388,29.5,65764,65958,0.0059,0.9941,0.0059,0.9937
1876,female,46,median,388,29.5,65764,65958,0.0059,0.9941,0.0059,0.9937
1876,female,47,5,441,28.7,65350,65570,0.0067,0.9933,0.0067,0.9928
1876,female,47,95,441,28.7,65350,65570,0.0067,0.9933,0.0067,0.9928
1876,female,47,median,441,28.7,65350,65570,0.0067,0.9933,0.0067,0.9928
1876,female,48,5,496,27.9,64882,65129,0.0076,0.9924,0.0076,0.9925
1876,female,48,95,496,27.9,64882,65129,0.0076,0.9924,0.0076,0.9925
1876,female,48,median,496,27.9,64882,65129,0.0076,0.9924,0.0076,0.9925
1876,female,49,5,478,27.1,64395,64634,0.0074,0.9926,0.0074,0.9921
1876,female,49,95,478,27.1,64395,64634,0.0074,0.9926,0.0074,0.9921
1876,female,49,median,478,27.1,64395,64634,0.0074,0.9926,0.0074,0.9921
1876,female,50,5,541,26.3,63885,64156,0.0085,0.9916,0.0084,0.9916
1876,female,50,95,541,26.3,63885,64156,0.0085,0.9916,0.0084,0.9916
1876,female,50,median,541,26.3,63885,64156,0.0085,0.9916,0.0084,0.9916
1876,female,51,5,538,25.5,63346,63615,0.0085,0.9915,0.0085,0.9911
1876,female,51,95,538,25.5,63346,63615,0.0085,0.9915,0.0085,0.9911
1876,female,51,median,538,25.5,63346,63615,0.0085,0.9915,0.0085,0.9911
1876,female,52,5,589,24.7,62782,63077,0.0094,0.9907,0.0093,0.9904
1876,female,52,95,589,24.7,62782,63077,0.0094,0.9907,0.0093,0.9904
1876,female,52,median,589,24.7,62782,63077,0.0094,0.9907,0.0093,0.9904
1876,female,53,5,618,23.9,62179,62488,0.0099,0.9901,0.0099,0.9901
1876,female,53,95,618,23.9,62179,62488,0.0099,0.9901,0.0099,0.9901
1876,female,53,median,618,23.9,62179,62488,0.0099,0.9901,0.0099,0.9901
1876,female,54,5,615,23.2,61562,61869,0.01,0.9901,0.0099,0.9895
1876,female,54,95,615,23.2,61562,61869,0.01,0.9901,0.0099,0.9895
1876,female,54,median,615,23.2,61562,61869,0.01,0.9901,0.0099,0.9895
1876,female,55,5,683,22.4,60913,61255,0.0112,0.9888,0.0112,0.9894
1876,female,55,95,683,22.4,60913,61255,0.0112,0.9888,0.0112,0.9894
1876,female,55,median,683,22.4,60913,61255,0.0112,0.9888,0.0112,0.9894
1876,female,56,5,611,21.6,60266,60571,0.0101,0.9899,0.0101,0.9898
1876,female,56,95,611,21.6,60266,60571,0.0101,0.9899,0.0101,0.9898
1876,female,56,median,611,21.6,60266,60571,0.0101,0.9899,0.0101,0.9898
1876,female,57,5,618,20.9,59652,59961,0.0104,0.9897,0.0103,0.9891
1876,female,57,95,618,20.9,59652,59961,0.0104,0.9897,0.0103,0.9891
1876,female,57,median,618,20.9,59652,59961,0.0104,0.9897,0.0103,0.9891
1876,female,58,5,687,20.1,58999,59343,0.0117,0.9884,0.0116,0.9877
1876,female,58,95,687,20.1,58999,59343,0.0117,0.9884,0.0116,0.9877
1876,female,58,median,687,20.1,58999,59343,0.0117,0.9884,0.0116,0.9877
1876,female,59,5,763,19.3,58274,58655,0.0131,0.987,0.013,0.9856
1876,female,59,95,763,19.3,58274,58655,0.0131,0.987,0.013,0.9856
1876,female,59,median,763,19.3,58274,58655,0.0131,0.987,0.013,0.9856
1876,female,60,5,914,18.5,57435,57892,0.0159,0.9842,0.0158,0.9849
1876,female,60,95,914,18.5,57435,57892,0.0159,0.9842,0.0158,0.9849
1876,female,60,median,914,18.5,57435,57892,0.0159,0.9842,0.0158,0.9849
1876,female,61,5,821,17.8,56568,56978,0.0145,0.9856,0.0144,0.9835
1876,female,61,95,821,17.8,56568,56978,0.0145,0.9856,0.0144,0.9835
1876,female,61,median,821,17.8,56568,56978,0.0145,0.9856,0.0144,0.9835
1876,female,62,5,1041,17.1,55637,56157,0.0187,0.9815,0.0185,0.9807
1876,female,62,95,1041,17.1,55637,56157,0.0187,0.9815,0.0185,0.9807
1876,female,62,median,1041,17.1,55637,56157,0.0187,0.9815,0.0185,0.9807
1876,female,63,5,1111,16.4,54561,55117,0.0204,0.9798,0.0202,0.9787
1876,female,63,95,1111,16.4,54561,55117,0.0204,0.9798,0.0202,0.9787
1876,female,63,median,1111,16.4,54561,55117,0.0204,0.9798,0.0202,0.9787
1876,female,64,5,1213,15.7,53399,54005,0.0227,0.9775,0.0225,0.9758
1876,female,64,95,1213,15.7,53399,54005,0.0227,0.9775,0.0225,0.9758
1876,female,64,median,1213,15.7,53399,54005,0.0227,0.9775,0.0225,0.9758
1876,female,65,5,1377,15.1,52104,52792,0.0264,0.9739,0.0261,0.974
1876,female,65,95,1377,15.1,52104,52792,0.0264,0.9739,0.0261,0.974
1876,female,65,median,1377,15.1,52104,52792,0.0264,0.9739,0.0261,0.974
1876,female,66,5,1336,14.5,50747,51415,0.0263,0.974,0.026,0.9725
1876,female,66,95,1336,14.5,50747,51415,0.0263,0.974,0.026,0.9725
1876,female,66,median,1336,14.5,50747,51415,0.0263,0.974,0.026,0.9725
1876,female,67,5,1458,13.8,49350,50079,0.0295,0.9709,0.0291,0.9714
1876,female,67,95,1458,13.8,49350,50079,0.0295,0.9709,0.0291,0.9714
1876,female,67,median,1458,13.8,49350,50079,0.0295,0.9709,0.0291,0.9714
1876,female,68,5,1360,13.2,47941,48622,0.0284,0.972,0.028,0.9691
1876,female,68,95,1360,13.2,47941,48622,0.0284,0.972,0.028,0.9691
1876,female,68,median,1360,13.2,47941,48622,0.0284,0.972,0.028,0.9691
1876,female,69,5,1602,12.6,46460,47261,0.0345,0.9661,0.0339,0.9659
1876,female,69,95,1602,12.6,46460,47261,0.0345,0.9661,0.0339,0.9659
1876,female,69,median,1602,12.6,46460,47261,0.0345,0.9661,0.0339,0.9659
1876,female,70,5,1566,12,44876,45659,0.0349,0.9657,0.0343,0.9671
1876,female,70,95,1566,12,44876,45659,0.0349,0.9657,0.0343,0.9671
1876,female,70,median,1566,12,44876,45659,0.0349,0.9657,0.0343,0.9671
1876,female,71,5,1387,11.4,43399,44093,0.032,0.9685,0.0315,0.9638
1876,female,71,95,1387,11.4,43399,44093,0.032,0.9685,0.0315,0.9638
1876,female,71,median,1387,11.4,43399,44093,0.032,0.9685,0.0315,0.9638
1876,female,72,5,1753,10.8,41829,42705,0.0419,0.959,0.041,0.9574
1876,female,72,95,1753,10.8,41829,42705,0.0419,0.959,0.041,0.9574
1876,female,72,median,1753,10.8,41829,42705,0.0419,0.959,0.041,0.9574
1876,female,73,5,1809,10.2,40048,40952,0.0452,0.9558,0.0442,0.9536
1876,female,73,95,1809,10.2,40048,40952,0.0452,0.9558,0.0442,0.9536
1876,female,73,median,1809,10.2,40048,40952,0.0452,0.9558,0.0442,0.9536
1876,female,74,5,1904,9.7,38191,39143,0.0499,0.9513,0.0487,0.9466
1876,female,74,95,1904,9.7,38191,39143,0.0499,0.9513,0.0487,0.9466
1876,female,74,median,1904,9.7,38191,39143,0.0499,0.9513,0.0487,0.9466
1876,female,75,5,2172,9.2,36152,37238,0.0601,0.9417,0.0583,0.9406
1876,female,75,95,2172,9.2,36152,37238,0.0601,0.9417,0.0583,0.9406
1876,female,75,median,2172,9.2,36152,37238,0.0601,0.9417,0.0583,0.9406
1876,female,76,5,2124,8.7,34004,35066,0.0625,0.9394,0.0606,0.9418
1876,female,76,95,2124,8.7,34004,35066,0.0625,0.9394,0.0606,0.9418
1876,female,76,median,2124,8.7,34004,35066,0.0625,0.9394,0.0606,0.9418
1876,female,77,5,1837,8.2,32023,32942,0.0574,0.9442,0.0558,0.9375
1876,female,77,95,1837,8.2,32023,32942,0.0574,0.9442,0.0558,0.9375
1876,female,77,median,1837,8.2,32023,32942,0.0574,0.9442,0.0558,0.9375
1876,female,78,5,2169,7.7,30020,31105,0.0722,0.9303,0.0697,0.9283
1876,female,78,95,2169,7.7,30020,31105,0.0722,0.9303,0.0697,0.9283
1876,female,78,median,2169,7.7,30020,31105,0.0722,0.9303,0.0697,0.9283
1876,female,79,5,2134,7.2,27869,28936,0.0766,0.9263,0.0737,0.9189
1876,female,79,95,2134,7.2,27869,28936,0.0766,0.9263,0.0737,0.9189
1876,female,79,median,2134,7.2,27869,28936,0.0766,0.9263,0.0737,0.9189
1876,female,80,5,2386,6.7,25609,26802,0.0932,0.911,0.089,0.9122
1876,female,80,95,2386,6.7,25609,26802,0.0932,0.911,0.089,0.9122
1876,female,80,median,2386,6.7,25609,26802,0.0932,0.911,0.089,0.9122
1876,female,81,5,2113,6.4,23359,24416,0.0905,0.9135,0.0865,0.9038
1876,female,81,95,2113,6.4,23359,24416,0.0905,0.9135,0.0865,0.9038
1876,female,81,median,2113,6.4,23359,24416,0.0905,0.9135,0.0865,0.9038
1876,female,82,5,2382,5.9,21112,22303,0.1128,0.8932,0.1068,0.8884
1876,female,82,95,2382,5.9,21112,22303,0.1128,0.8932,0.1068,0.8884
1876,female,82,median,2382,5.9,21112,22303,0.1128,0.8932,0.1068,0.8884
1876,female,83,5,2330,5.6,18755,19920,0.1242,0.883,0.117,0.8773
1876,female,83,95,2330,5.6,18755,19920,0.1242,0.883,0.117,0.8773
1876,female,83,median,2330,5.6,18755,19920,0.1242,0.883,0.117,0.8773
1876,female,84,5,2271,5.2,16455,17590,0.138,0.8709,0.1291,0.8714
1876,female,84,95,2271,5.2,16455,17590,0.138,0.8709,0.1291,0.8714
1876,female,84,median,2271,5.2,16455,17590,0.138,0.8709,0.1291,0.8714
1876,female,85,5,1960,4.9,14339,15319,0.1367,0.8721,0.1279,0.8585
1876,female,85,95,1960,4.9,14339,15319,0.1367,0.8721,0.1279,0.8585
1876,female,85,median,1960,4.9,14339,15319,0.1367,0.8721,0.1279,0.8585
1876,female,86,5,2098,4.6,12310,13359,0.1705,0.8429,0.1571,0.8415
1876,female,86,95,2098,4.6,12310,13359,0.1705,0.8429,0.1571,0.8415
1876,female,86,median,2098,4.6,12310,13359,0.1705,0.8429,0.1571,0.8415
1876,female,87,5,1803,4.3,10359,11261,0.174,0.8399,0.1601,0.8342
1876,female,87,95,1803,4.3,10359,11261,0.174,0.8399,0.1601,0.8342
1876,female,87,median,1803,4.3,10359,11261,0.174,0.8399,0.1601,0.8342
1876,female,88,5,1632,4.1,8642,9458,0.1888,0.8275,0.1725,0.8114
1876,female,88,95,1632,4.1,8642,9458,0.1888,0.8275,0.1725,0.8114
1876,female,88,median,1632,4.1,8642,9458,0.1888,0.8275,0.1725,0.8114
1876,female,89,5,1629,3.8,7012,7826,0.2323,0.7919,0.2081,0.798
1876,female,89,95,1629,3.8,7012,7826,0.2323,0.7919,0.2081,0.798
1876,female,89,median,1629,3.8,7012,7826,0.2323,0.7919,0.2081,0.798
1876,female,90,5,1204,3.7,5596,6198,0.2151,0.8058,0.1942,0.8101
1876,female,90,95,1204,3.7,5596,6198,0.2151,0.8058,0.1942,0.8101
1876,female,90,median,1204,3.7,5596,6198,0.2151,0.8058,0.1942,0.8101
1876,female,91,5,922,3.5,4533,4994,0.2034,0.8154,0.1846,0.7915
1876,female,91,95,922,3.5,4533,4994,0.2034,0.8154,0.1846,0.7915
1876,female,91,median,922,3.5,4533,4994,0.2034,0.8154,0.1846,0.7915
1876,female,92,5,968,3.1,3588,4072,0.2699,0.7622,0.2378,0.753
1876,female,92,95,968,3.1,3588,4072,0.2699,0.7622,0.2378,0.753
1876,female,92,median,968,3.1,3588,4072,0.2699,0.7622,0.2378,0.753
1876,female,93,5,804,2.9,2701,3104,0.2976,0.7409,0.2591,0.7353
1876,female,93,95,804,2.9,2701,3104,0.2976,0.7409,0.2591,0.7353
1876,female,93,median,804,2.9,2701,3104,0.2976,0.7409,0.2591,0.7353
1876,female,94,5,626,2.8,1986,2299,0.3152,0.7277,0.2723,0.7258
1876,female,94,95,626,2.8,1986,2299,0.3152,0.7277,0.2723,0.7258
1876,female,94,median,626,2.8,1986,2299,0.3152,0.7277,0.2723,0.7258
1876,female,95,5,463,2.6,1442,1673,0.3212,0.7232,0.2768,0.7182
1876,female,95,95,463,2.6,1442,1673,0.3212,0.7232,0.2768,0.7182
1876,female,95,median,463,2.6,1442,1673,0.3212,0.7232,0.2768,0.7182
1876,female,96,5,350,2.5,1035,1210,0.3376,0.7112,0.2888,0.6905
1876,female,96,95,350,2.5,1035,1210,0.3376,0.7112,0.2888,0.6905
1876,female,96,median,350,2.5,1035,1210,0.3376,0.7112,0.2888,0.6905
1876,female,97,5,292,2.3,715,861,0.4077,0.6613,0.3387,0.6681
1876,female,97,95,292,2.3,715,861,0.4077,0.6613,0.3387,0.6681
1876,female,97,median,292,2.3,715,861,0.4077,0.6613,0.3387,0.6681
1876,female,98,5,183,2.2,478,569,0.3832,0.6784,0.3216,0.6512
1876,female,98,95,183,2.2,478,569,0.3832,0.6784,0.3216,0.6512
1876,female,98,median,183,2.2,478,569,0.3832,0.6784,0.3216,0.6512
1876,female,99,5,150,1.9,311,386,0.4829,0.611,0.389,0.6014
1876,female,99,95,150,1.9,311,386,0.4829,0.611,0.389,0.6014
1876,female,99,median,150,1.9,311,386,0.4829,0.611,0.389,0.6014
1876,female,100,5,98,1.9,187,236,0.5228,0.5855,0.4145,0.5934
1876,female,100,95,98,1.9,187,236,0.5228,0.5855,0.4145,0.5934
1876,female,100,median,98,1.9,187,236,0.5228,0.5855,0.4145,0.5934
1876,male,0,5,14409,50.4,90505,100000,0.1592,0.8559,0.1441,0.93
1876,male,0,95,14409,50.4,90505,100000,0.1592,0.8559,0.1441,0.93
1876,male,0,median,14409,50.4,90505,100000,0.1592,0.8559,0.1441,0.93
1876,male,1,5,2852,57.8,84165,85591,0.0339,0.9667,0.0333,0.9752
1876,male,1,95,2852,57.8,84165,85591,0.0339,0.9667,0.0333,0.9752
1876,male,1,median,2852,57.8,84165,85591,0.0339,0.9667,0.0333,0.9752
1876,male,2,5,1320,58.8,82079,82739,0.0161,0.984,0.016,0.9863
1876,male,2,95,1320,58.8,82079,82739,0.0161,0.984,0.016,0.9863
1876,male,2,median,1320,58.8,82079,82739,0.0161,0.984,0.016,0.9863
1876,male,3,5,931,58.8,80954,81419,0.0115,0.9886,0.0114,0.9898
1876,male,3,95,931,58.8,80954,81419,0.0115,0.9886,0.0114,0.9898
1876,male,3,median,931,58.8,80954,81419,0.0115,0.9886,0.0114,0.9898
1876,male,4,5,727,58.4,80124,80488,0.0091,0.991,0.009,0.9913
1876,male,4,95,727,58.4,80124,80488,0.0091,0.991,0.009,0.9913
1876,male,4,median,727,58.4,80124,80488,0.0091,0.991,0.009,0.9913
1876,male,5,5,672,58,79425,79761,0.0085,0.9916,0.0084,0.9923
1876,male,5,95,672,58,79425,79761,0.0085,0.9916,0.0084,0.9923
1876,male,5,median,672,58,79425,79761,0.0085,0.9916,0.0084,0.9923
1876,male,6,5,556,57.5,78810,79089,0.0071,0.993,0.007,0.9937
1876,male,6,95,556,57.5,78810,79089,0.0071,0.993,0.007,0.9937
1876,male,6,median,556,57.5,78810,79089,0.0071,0.993,0.007,0.9937
1876,male,7,5,438,56.9,78313,78532,0.0056,0.9944,0.0056,0.9945
1876,male,7,95,438,56.9,78313,78532,0.0056,0.9944,0.0056,0.9945
1876,male,7,median,438,56.9,78313,78532,0.0056,0.9944,0.0056,0.9945
1876,male,8,5,421,56.2,77884,78095,0.0054,0.9946,0.0054,0.9949
1876,male,8,95,421,56.2,77884,78095,0.0054,0.9946,0.0054,0.9949
1876,male,8,median,421,56.2,77884,78095,0.0054,0.9946,0.0054,0.9949
1876,male,9,5,379,55.5,77484,77673,0.0049,0.9951,0.0049,0.9954
1876,male,9,95,379,55.5,77484,77673,0.0049,0.9951,0.0049,0.9954
1876,male,9,median,379,55.5,77484,77673,0.0049,0.9951,0.0049,0.9954
1876,male,10,5,332,54.8,77128,77294,0.0043,0.9957,0.0043,0.9959
1876,male,10,95,332,54.8,77128,77294,0.0043,0.9957,0.0043,0.9959
1876,male,10,median,332,54.8,77128,77294,0.0043,0.9957,0.0043,0.9959
1876,male,11,5,299,54,76812,76962,0.0039,0.9961,0.0039,0.9962
1876,male,11,95,299,54,76812,76962,0.0039,0.9961,0.0039,0.9962
1876,male,11,median,299,54,76812,76962,0.0039,0.9961,0.0039,0.9962
1876,male,12,5,283,53.2,76521,76663,0.0037,0.9963,0.0037,0.9963
1876,male,12,95,283,53.2,76521,76663,0.0037,0.9963,0.0037,0.9963
1876,male,12,median,283,53.2,76521,76663,0.0037,0.9963,0.0037,0.9963
1876,male,13,5,277,52.4,76241,76380,0.0036,0.9964,0.0036,0.9963
